position,16.10862421133305,-1.9249640161622692,0.0
position,15.757488527234205,-4.579916758202273,0.0
position,16.158798531687783,-6.322198277211924,0.0
position,16.627390143974303,-8.347278869692177,0.0
position,12.678546433427279,-6.699765852305364,0.0
position,11.068676856523078,-7.578733231601012,0.0
position,9.818467559469129,-5.430227706159115,0.0
position,8.282051726291922,-5.842218408713258,0.0
position,7.708909659155276,-5.441965113835315,0.0
position,7.623822450078509,-4.9709351500946575,0.0
position,6.384821106420382,-7.933257001087659,0.0
