position,14.555140760905928,-1.2882917912654166,0.0
position,15.797884388284858,-2.613903205124238,0.0
position,16.17129714230383,-4.123173279608848,0.0
position,16.15551818497128,-6.16689905652405,0.0
position,16.371327866100504,-7.06308025510093,0.0
position,12.329848846399065,-7.013732287953548,0.0
position,10.730755344625852,-7.253980266951968,0.0
position,8.497374085431375,-8.020149297276403,0.0
position,7.269911047105945,-8.263205211159764,0.0
position,8.03891395183579,-4.964794335559745,0.0
position,5.040294872713138,-6.729957491160465,0.0
