position,15.45644100127389,-1.398051002200478,0.0
position,15.360861950626967,-2.696161310305809,0.0
position,15.947209045286865,-4.867003266659639,0.0
position,16.072015902555474,-6.163948688813546,0.0
position,12.109691392704944,-7.185290927389966,0.0
position,10.511886722052953,-8.130189595598795,0.0
position,11.578356731027787,-7.449982253477324,0.0
position,9.884709501000742,-7.738282683255481,0.0
position,8.595851695201482,-6.525574002900819,0.0
position,7.51596742425177,-7.610666772561991,0.0
position,5.6835051016386675,-8.720469279785613,0.0
