position,16.476500832332775,-1.8164013144821833,0.0
position,15.810081027716867,-3.395502526319319,0.0
position,16.005639166056948,-5.298785680206768,0.0
position,16.467165902685736,-7.079860413405962,0.0
position,16.586374440953698,-7.816919815176642,0.0
position,15.10305524864613,-8.615754019469408,0.0
position,13.431872672513922,-9.014424974399862,0.0
position,11.915399652051972,-8.50385983499229,0.0
position,9.102861442833726,-8.643722679696081,0.0
position,7.6367717815407845,-9.626065153857612,0.0
position,6.1941633067710375,-7.161887654510002,0.0
