position,15.919736985155224,-1.9185185749033469,0.0
position,14.882752708851573,-2.496849360080571,0.0
position,15.907956404890063,-4.035278772220749,0.0
position,15.996947544866813,-5.549889428292126,0.0
position,16.189197308965333,-6.552017581046362,0.0
position,15.068266404624673,-7.6449547640093325,0.0
position,13.113295980390983,-7.934761441902208,0.0
position,11.331801356483977,-8.031430643610546,0.0
position,7.876342646837259,-5.1934801839702835,0.0
position,8.011799726393994,-5.8543327009229795,0.0
position,3.99957454885494,-7.9348479838165975,0.0
